n,sol_iteration,total_iterations,order_of_genes,fitness_val,execution_time,sol_chrom_json
10,52827,1000000,"(0, 2, 4, 6, 5, 3, 1, 8, 7, 9)",41760.5,41.255,"{""n"": 10, ""F"": [2, 7, 8, 3, 9, 1, 5, 4, 6, 0], ""L"": [44, 13, 39, 4, 31, 10, 16, 24, 43, 32], ""C"": [[-1.0, 5.5, 11.0, 10.0, 9.0, 11.5, 15.5, 11.0, 15.5, 13.5], [5.5, -1.0, 7.5, 7.0, 13.0, 14.5, 13.5, 11.5, 9.0, 10.5], [11.0, 7.5, -1.0, 5.5, 12.5, 8.0, 17.5, 19.5, 12.5, 13.5], [10.0, 7.0, 5.5, -1.0, 9.0, 13.0, 11.0, 15.5, 14.0, 15.5], [9.0, 13.0, 12.5, 9.0, -1.0, 10.0, 18.0, 9.5, 17.5, 19.0], [11.5, 14.5, 8.0, 13.0, 10.0, -1.0, 14.0, 13.5, 12.0, 11.5], [15.5, 13.5, 17.5, 11.0, 18.0, 14.0, -1.0, 15.0, 9.0, 11.0], [11.0, 11.5, 19.5, 15.5, 9.5, 13.5, 15.0, -1.0, 12.0, 15.0], [15.5, 9.0, 12.5, 14.0, 17.5, 12.0, 9.0, 12.0, -1.0, 9.5], [13.5, 10.5, 13.5, 15.5, 19.0, 11.5, 11.0, 15.0, 9.5, -1.0]]}"
10,813219,1000000,"(2, 3, 1, 5, 6, 9, 0, 7, 4, 8)",43239.25,41.523,"{""n"": 10, ""F"": [2, 7, 8, 3, 9, 1, 5, 4, 6, 0], ""L"": [19, 21, 40, 32, 23, 18, 17, 37, 28, 10], ""C"": [[-1.0, 7.0, 11.0, 10.0, 19.5, 20.0, 11.0, 12.0, 12.0, 11.0], [7.0, -1.0, 11.0, 9.0, 16.0, 12.5, 17.5, 5.0, 19.0, 8.0], [11.0, 11.0, -1.0, 7.0, 12.5, 5.5, 11.0, 14.0, 17.0, 12.0], [10.0, 9.0, 7.0, -1.0, 9.0, 12.5, 13.0, 16.0, 14.5, 9.5], [19.5, 16.0, 12.5, 9.0, -1.0, 18.5, 14.5, 12.0, 14.5, 17.0], [20.0, 12.5, 5.5, 12.5, 18.5, -1.0, 8.5, 8.5, 12.0, 11.5], [11.0, 17.5, 11.0, 13.0, 14.5, 8.5, -1.0, 18.5, 6.5, 15.5], [12.0, 5.0, 14.0, 16.0, 12.0, 8.5, 18.5, -1.0, 13.0, 14.5], [12.0, 19.0, 17.0, 14.5, 14.5, 12.0, 6.5, 13.0, -1.0, 12.0], [11.0, 8.0, 12.0, 9.5, 17.0, 11.5, 15.5, 14.5, 12.0, -1.0]]}"
10,343576,1000000,"(0, 9, 5, 2, 3, 1, 7, 6, 8, 4)",41707.75,42.362,"{""n"": 10, ""F"": [2, 7, 8, 3, 9, 1, 5, 4, 6, 0], ""L"": [19, 10, 17, 15, 30, 24, 21, 16, 49, 46], ""C"": [[-1.0, 10.0, 12.0, 8.0, 8.5, 17.5, 17.5, 13.0, 6.5, 9.0], [10.0, -1.0, 11.0, 11.0, 13.5, 11.5, 12.0, 18.0, 8.5, 12.0], [12.0, 11.0, -1.0, 15.0, 13.0, 12.5, 5.0, 16.5, 10.0, 10.5], [8.0, 11.0, 15.0, -1.0, 8.0, 8.5, 10.5, 10.5, 19.5, 10.5], [8.5, 13.5, 13.0, 8.0, -1.0, 16.5, 14.0, 10.0, 13.5, 15.5], [17.5, 11.5, 12.5, 8.5, 16.5, -1.0, 15.5, 16.0, 18.0, 14.0], [17.5, 12.0, 5.0, 10.5, 14.0, 15.5, -1.0, 13.5, 8.0, 13.5], [13.0, 18.0, 16.5, 10.5, 10.0, 16.0, 13.5, -1.0, 11.0, 9.5], [6.5, 8.5, 10.0, 19.5, 13.5, 18.0, 8.0, 11.0, -1.0, 15.0], [9.0, 12.0, 10.5, 10.5, 15.5, 14.0, 13.5, 9.5, 15.0, -1.0]]}"
11,785134,1000000,"(0, 3, 2, 6, 9, 5, 8, 10, 4, 7, 1)",69457.5,51.935,"{""n"": 11, ""F"": [0, 3, 8, 9, 4, 10, 2, 6, 5, 7, 1], ""L"": [44, 39, 38, 46, 25, 14, 24, 48, 17, 18, 19], ""C"": [[-1.0, 10.0, 13.0, 8.5, 11.0, 10.0, 18.5, 14.0, 6.0, 9.5, 19.0], [10.0, -1.0, 13.5, 10.5, 14.5, 7.5, 7.0, 8.0, 10.5, 10.0, 13.5], [13.0, 13.5, -1.0, 10.5, 10.0, 10.5, 10.0, 9.0, 11.5, 16.5, 15.0], [8.5, 10.5, 10.5, -1.0, 10.5, 11.5, 10.5, 14.5, 18.0, 17.0, 12.5], [11.0, 14.5, 10.0, 10.5, -1.0, 5.0, 14.0, 10.0, 16.5, 11.5, 14.0], [10.0, 7.5, 10.5, 11.5, 5.0, -1.0, 15.0, 19.5, 14.5, 13.5, 10.0], [18.5, 7.0, 10.0, 10.5, 14.0, 15.0, -1.0, 15.5, 17.5, 16.0, 13.0], [14.0, 8.0, 9.0, 14.5, 10.0, 19.5, 15.5, -1.0, 13.5, 18.0, 18.0], [6.0, 10.5, 11.5, 18.0, 16.5, 14.5, 17.5, 13.5, -1.0, 11.0, 13.5], [9.5, 10.0, 16.5, 17.0, 11.5, 13.5, 16.0, 18.0, 11.0, -1.0, 12.0], [19.0, 13.5, 15.0, 12.5, 14.0, 10.0, 13.0, 18.0, 13.5, 12.0, -1.0]]}"
11,827181,1000000,"(0, 3, 4, 7, 1, 10, 2, 9, 6, 5, 8)",86124.25,52.748,"{""n"": 11, ""F"": [0, 3, 8, 9, 4, 10, 2, 6, 5, 7, 1], ""L"": [13, 20, 19, 47, 39, 37, 46, 34, 41, 30, 17], ""C"": [[-1.0, 16.0, 14.5, 15.0, 12.5, 11.0, 16.0, 8.5, 15.5, 14.0, 12.5], [16.0, -1.0, 17.5, 6.0, 10.5, 6.5, 9.5, 14.0, 14.0, 13.5, 11.5], [14.5, 17.5, -1.0, 13.5, 6.0, 15.5, 15.5, 12.5, 14.0, 8.5, 18.5], [15.0, 6.0, 13.5, -1.0, 14.5, 15.0, 10.5, 16.0, 15.5, 12.0, 11.0], [12.5, 10.5, 6.0, 14.5, -1.0, 12.5, 17.5, 14.5, 13.0, 16.5, 19.0], [11.0, 6.5, 15.5, 15.0, 12.5, -1.0, 14.5, 12.0, 14.0, 19.0, 16.5], [16.0, 9.5, 15.5, 10.5, 17.5, 14.5, -1.0, 16.0, 6.0, 15.0, 19.0], [8.5, 14.0, 12.5, 16.0, 14.5, 12.0, 16.0, -1.0, 11.0, 10.0, 14.5], [15.5, 14.0, 14.0, 15.5, 13.0, 14.0, 6.0, 11.0, -1.0, 12.5, 11.5], [14.0, 13.5, 8.5, 12.0, 16.5, 19.0, 15.0, 10.0, 12.5, -1.0, 11.0], [12.5, 11.5, 18.5, 11.0, 19.0, 16.5, 19.0, 14.5, 11.5, 11.0, -1.0]]}"
11,563477,1000000,"(0, 2, 6, 10, 8, 5, 7, 1, 9, 3, 4)",65194.0,51.223,"{""n"": 11, ""F"": [0, 3, 8, 9, 4, 10, 2, 6, 5, 7, 1], ""L"": [22, 28, 45, 47, 44, 8, 38, 12, 16, 46, 17], ""C"": [[-1.0, 7.0, 15.0, 11.0, 16.0, 12.5, 11.5, 15.0, 14.5, 7.0, 8.0], [7.0, -1.0, 9.0, 9.0, 14.0, 8.0, 5.5, 16.5, 13.5, 12.0, 13.5], [15.0, 9.0, -1.0, 9.0, 17.0, 10.0, 8.5, 17.5, 8.0, 8.0, 14.0], [11.0, 9.0, 9.0, -1.0, 14.5, 10.0, 17.5, 16.0, 8.0, 9.5, 15.0], [16.0, 14.0, 17.0, 14.5, -1.0, 15.0, 7.0, 6.5, 13.5, 12.0, 14.0], [12.5, 8.0, 10.0, 10.0, 15.0, -1.0, 9.0, 17.0, 5.5, 5.5, 13.0], [11.5, 5.5, 8.5, 17.5, 7.0, 9.0, -1.0, 16.0, 9.0, 16.0, 10.5], [15.0, 16.5, 17.5, 16.0, 6.5, 17.0, 16.0, -1.0, 13.0, 9.0, 14.5], [14.5, 13.5, 8.0, 8.0, 13.5, 5.5, 9.0, 13.0, -1.0, 16.0, 15.0], [7.0, 12.0, 8.0, 9.5, 12.0, 5.5, 16.0, 9.0, 16.0, -1.0, 8.0], [8.0, 13.5, 14.0, 15.0, 14.0, 13.0, 10.5, 14.5, 15.0, 8.0, -1.0]]}"
11,784280,1000000,"(0, 3, 2, 6, 8, 4, 9, 5, 1, 10, 7)",49942.0,50.736,"{""n"": 11, ""F"": [0, 3, 8, 9, 4, 10, 2, 6, 5, 7, 1], ""L"": [27, 29, 23, 33, 5, 20, 19, 34, 14, 4, 37], ""C"": [[-1.0, 19.0, 8.0, 11.0, 13.0, 9.5, 11.0, 7.0, 14.0, 14.5, 12.0], [19.0, -1.0, 13.0, 19.5, 16.0, 8.0, 12.0, 13.0, 12.0, 14.0, 15.5], [8.0, 13.0, -1.0, 13.0, 10.0, 18.0, 8.5, 18.0, 14.5, 15.0, 13.0], [11.0, 19.5, 13.0, -1.0, 12.0, 9.5, 9.5, 10.5, 10.5, 6.5, 13.5], [13.0, 16.0, 10.0, 12.0, -1.0, 15.0, 10.5, 11.5, 15.0, 9.0, 9.5], [9.5, 8.0, 18.0, 9.5, 15.0, -1.0, 9.5, 17.0, 10.5, 16.0, 13.5], [11.0, 12.0, 8.5, 9.5, 10.5, 9.5, -1.0, 14.5, 13.5, 15.5, 9.5], [7.0, 13.0, 18.0, 10.5, 11.5, 17.0, 14.5, -1.0, 10.5, 6.5, 14.5], [14.0, 12.0, 14.5, 10.5, 15.0, 10.5, 13.5, 10.5, -1.0, 12.5, 9.0], [14.5, 14.0, 15.0, 6.5, 9.0, 16.0, 15.5, 6.5, 12.5, -1.0, 18.0], [12.0, 15.5, 13.0, 13.5, 9.5, 13.5, 9.5, 14.5, 9.0, 18.0, -1.0]]}"
11,650423,1000000,"(0, 2, 9, 3, 1, 6, 4, 10, 8, 5, 7)",66412.25,51.249,"{""n"": 11, ""F"": [0, 3, 8, 9, 4, 10, 2, 6, 5, 7, 1], ""L"": [19, 15, 42, 24, 13, 45, 7, 43, 44, 40, 18], ""C"": [[-1.0, 10.5, 12.0, 9.5, 10.0, 13.5, 12.0, 13.5, 17.0, 15.0, 10.5], [10.5, -1.0, 11.0, 7.5, 19.5, 9.5, 14.0, 12.5, 17.0, 8.5, 5.5], [12.0, 11.0, -1.0, 13.5, 11.5, 9.0, 10.0, 11.5, 11.0, 17.0, 14.5], [9.5, 7.5, 13.5, -1.0, 10.0, 7.5, 13.0, 16.5, 15.5, 14.5, 5.5], [10.0, 19.5, 11.5, 10.0, -1.0, 13.0, 7.5, 14.5, 13.0, 11.0, 12.0], [13.5, 9.5, 9.0, 7.5, 13.0, -1.0, 10.0, 12.5, 11.0, 12.0, 16.5], [12.0, 14.0, 10.0, 13.0, 7.5, 10.0, -1.0, 11.0, 15.0, 16.0, 13.0], [13.5, 12.5, 11.5, 16.5, 14.5, 12.5, 11.0, -1.0, 12.0, 9.0, 13.5], [17.0, 17.0, 11.0, 15.5, 13.0, 11.0, 15.0, 12.0, -1.0, 11.0, 15.5], [15.0, 8.5, 17.0, 14.5, 11.0, 12.0, 16.0, 9.0, 11.0, -1.0, 11.5], [10.5, 5.5, 14.5, 5.5, 12.0, 16.5, 13.0, 13.5, 15.5, 11.5, -1.0]]}"
11,448732,1000000,"(0, 2, 4, 3, 1, 6, 8, 5, 9, 10, 7)",60305.25,51.351,"{""n"": 11, ""F"": [0, 3, 8, 9, 4, 10, 2, 6, 5, 7, 1], ""L"": [36, 9, 46, 25, 33, 27, 4, 38, 13, 37, 44], ""C"": [[-1.0, 13.5, 10.5, 11.5, 16.0, 10.5, 8.5, 5.5, 12.5, 13.0, 7.0], [13.5, -1.0, 11.5, 13.0, 17.0, 13.5, 14.5, 19.5, 19.0, 11.5, 6.5], [10.5, 11.5, -1.0, 15.5, 11.5, 11.0, 15.5, 6.0, 10.5, 13.0, 12.5], [11.5, 13.0, 15.5, -1.0, 14.0, 19.0, 9.5, 11.0, 16.0, 11.0, 5.0], [16.0, 17.0, 11.5, 14.0, -1.0, 9.5, 15.5, 9.0, 5.0, 11.0, 17.0], [10.5, 13.5, 11.0, 19.0, 9.5, -1.0, 10.0, 15.5, 13.0, 11.0, 13.5], [8.5, 14.5, 15.5, 9.5, 15.5, 10.0, -1.0, 17.5, 9.0, 11.5, 13.5], [5.5, 19.5, 6.0, 11.0, 9.0, 15.5, 17.5, -1.0, 8.0, 18.5, 11.5], [12.5, 19.0, 10.5, 16.0, 5.0, 13.0, 9.0, 8.0, -1.0, 7.5, 11.5], [13.0, 11.5, 13.0, 11.0, 11.0, 11.0, 11.5, 18.5, 7.5, -1.0, 12.5], [7.0, 6.5, 12.5, 5.0, 17.0, 13.5, 13.5, 11.5, 11.5, 12.5, -1.0]]}"
11,454249,1000000,"(0, 2, 4, 5, 1, 10, 7, 3, 6, 8, 9)",68296.0,51.442,"{""n"": 11, ""F"": [0, 3, 8, 9, 4, 10, 2, 6, 5, 7, 1], ""L"": [39, 20, 22, 49, 31, 29, 10, 35, 32, 28, 9], ""C"": [[-1.0, 8.0, 13.5, 17.5, 14.0, 8.0, 10.5, 14.0, 11.5, 19.0, 14.0], [8.0, -1.0, 10.5, 13.5, 9.5, 17.0, 18.5, 12.0, 15.5, 12.5, 15.5], [13.5, 10.5, -1.0, 9.0, 9.5, 13.5, 16.5, 12.0, 8.5, 6.5, 12.0], [17.5, 13.5, 9.0, -1.0, 10.0, 15.5, 17.0, 8.0, 13.0, 9.0, 13.5], [14.0, 9.5, 9.5, 10.0, -1.0, 16.5, 17.5, 13.0, 15.0, 13.5, 19.0], [8.0, 17.0, 13.5, 15.5, 16.5, -1.0, 17.0, 16.5, 16.5, 14.0, 16.0], [10.5, 18.5, 16.5, 17.0, 17.5, 17.0, -1.0, 10.5, 7.0, 14.0, 13.5], [14.0, 12.0, 12.0, 8.0, 13.0, 16.5, 10.5, -1.0, 10.5, 6.5, 12.5], [11.5, 15.5, 8.5, 13.0, 15.0, 16.5, 7.0, 10.5, -1.0, 8.0, 11.5], [19.0, 12.5, 6.5, 9.0, 13.5, 14.0, 14.0, 6.5, 8.0, -1.0, 14.0], [14.0, 15.5, 12.0, 13.5, 19.0, 16.0, 13.5, 12.5, 11.5, 14.0, -1.0]]}"
11,136526,1000000,"(0, 1, 5, 6, 2, 8, 9, 7, 3, 10, 4)",66968.75,51.265,"{""n"": 11, ""F"": [0, 3, 8, 9, 4, 10, 2, 6, 5, 7, 1], ""L"": [35, 44, 11, 32, 42, 41, 30, 28, 4, 5, 46], ""C"": [[-1.0, 7.0, 14.5, 12.5, 13.0, 12.5, 13.0, 12.5, 11.5, 17.0, 13.0], [7.0, -1.0, 8.5, 12.5, 8.5, 15.0, 11.5, 14.5, 9.5, 11.0, 14.0], [14.5, 8.5, -1.0, 12.0, 6.5, 9.0, 19.0, 10.0, 17.5, 16.0, 9.5], [12.5, 12.5, 12.0, -1.0, 10.5, 11.5, 13.5, 12.5, 10.5, 12.0, 12.0], [13.0, 8.5, 6.5, 10.5, -1.0, 6.0, 19.5, 11.5, 15.0, 11.5, 16.5], [12.5, 15.0, 9.0, 11.5, 6.0, -1.0, 17.5, 11.5, 13.5, 12.0, 14.0], [13.0, 11.5, 19.0, 13.5, 19.5, 17.5, -1.0, 9.5, 10.0, 15.0, 10.0], [12.5, 14.5, 10.0, 12.5, 11.5, 11.5, 9.5, -1.0, 15.0, 16.0, 15.5], [11.5, 9.5, 17.5, 10.5, 15.0, 13.5, 10.0, 15.0, -1.0, 13.5, 14.0], [17.0, 11.0, 16.0, 12.0, 11.5, 12.0, 15.0, 16.0, 13.5, -1.0, 15.0], [13.0, 14.0, 9.5, 12.0, 16.5, 14.0, 10.0, 15.5, 14.0, 15.0, -1.0]]}"
11,476133,1000000,"(0, 2, 4, 9, 6, 3, 8, 10, 5, 1, 7)",68875.5,51.145,"{""n"": 11, ""F"": [0, 3, 8, 9, 4, 10, 2, 6, 5, 7, 1], ""L"": [34, 33, 45, 5, 39, 46, 12, 43, 13, 30, 27], ""C"": [[-1.0, 17.5, 15.5, 9.5, 8.0, 11.0, 16.5, 14.0, 6.0, 9.0, 12.5], [17.5, -1.0, 6.5, 13.0, 18.0, 11.5, 14.0, 11.0, 8.5, 12.0, 11.5], [15.5, 6.5, -1.0, 18.5, 9.0, 10.5, 15.0, 14.0, 12.0, 13.5, 12.5], [9.5, 13.0, 18.5, -1.0, 8.0, 19.5, 12.0, 14.5, 13.0, 14.5, 11.5], [8.0, 18.0, 9.0, 8.0, -1.0, 10.5, 9.5, 10.0, 10.0, 17.0, 14.5], [11.0, 11.5, 10.5, 19.5, 10.5, -1.0, 15.0, 17.0, 12.0, 10.0, 19.0], [16.5, 14.0, 15.0, 12.0, 9.5, 15.0, -1.0, 11.0, 12.0, 13.5, 14.0], [14.0, 11.0, 14.0, 14.5, 10.0, 17.0, 11.0, -1.0, 12.5, 18.0, 17.0], [6.0, 8.5, 12.0, 13.0, 10.0, 12.0, 12.0, 12.5, -1.0, 12.0, 13.5], [9.0, 12.0, 13.5, 14.5, 17.0, 10.0, 13.5, 18.0, 12.0, -1.0, 7.5], [12.5, 11.5, 12.5, 11.5, 14.5, 19.0, 14.0, 17.0, 13.5, 7.5, -1.0]]}"
11,454134,1000000,"(0, 2, 4, 5, 1, 9, 7, 3, 10, 8, 6)",63165.25,51.834,"{""n"": 11, ""F"": [0, 3, 8, 9, 4, 10, 2, 6, 5, 7, 1], ""L"": [37, 21, 25, 22, 38, 23, 48, 14, 49, 4, 28], ""C"": [[-1.0, 18.0, 12.0, 7.5, 15.5, 7.5, 15.5, 12.0, 9.5, 13.0, 13.0], [18.0, -1.0, 6.5, 14.0, 8.5, 8.0, 7.5, 14.0, 12.0, 14.0, 10.0], [12.0, 6.5, -1.0, 12.5, 12.5, 15.5, 13.5, 9.0, 7.5, 15.5, 14.0], [7.5, 14.0, 12.5, -1.0, 8.5, 17.5, 6.5, 15.0, 14.5, 12.0, 16.5], [15.5, 8.5, 12.5, 8.5, -1.0, 11.5, 16.5, 14.0, 15.5, 14.5, 15.5], [7.5, 8.0, 15.5, 17.5, 11.5, -1.0, 11.5, 15.5, 10.0, 11.5, 14.0], [15.5, 7.5, 13.5, 6.5, 16.5, 11.5, -1.0, 14.0, 7.5, 9.0, 16.0], [12.0, 14.0, 9.0, 15.0, 14.0, 15.5, 14.0, -1.0, 6.5, 12.0, 5.0], [9.5, 12.0, 7.5, 14.5, 15.5, 10.0, 7.5, 6.5, -1.0, 15.0, 16.5], [13.0, 14.0, 15.5, 12.0, 14.5, 11.5, 9.0, 12.0, 15.0, -1.0, 10.0], [13.0, 10.0, 14.0, 16.5, 15.5, 14.0, 16.0, 5.0, 16.5, 10.0, -1.0]]}"
12,433778,1000000,"(0, 1, 3, 4, 10, 2, 7, 11, 5, 6, 9, 8)",94792.5,62.668,"{""n"": 12, ""F"": [0, 1, 4, 9, 10, 5, 11, 3, 7, 6, 8, 2], ""L"": [4, 12, 17, 44, 34, 28, 38, 11, 43, 45, 22, 21], ""C"": [[-1.0, 18.5, 11.5, 15.0, 17.0, 9.5, 7.0, 10.0, 14.0, 15.0, 12.0, 11.0], [18.5, -1.0, 15.0, 7.0, 10.0, 10.0, 18.0, 13.0, 15.0, 13.5, 15.5, 12.5], [11.5, 15.0, -1.0, 14.5, 15.0, 12.0, 8.0, 13.0, 16.0, 15.5, 12.5, 12.0], [15.0, 7.0, 14.5, -1.0, 12.0, 11.5, 8.5, 8.0, 17.5, 13.0, 18.5, 16.5], [17.0, 10.0, 15.0, 12.0, -1.0, 12.5, 15.0, 17.5, 14.5, 8.0, 10.0, 15.0], [9.5, 10.0, 12.0, 11.5, 12.5, -1.0, 10.0, 15.5, 13.0, 14.5, 13.0, 12.0], [7.0, 18.0, 8.0, 8.5, 15.0, 10.0, -1.0, 13.5, 12.5, 9.5, 13.0, 9.0], [10.0, 13.0, 13.0, 8.0, 17.5, 15.5, 13.5, -1.0, 15.5, 17.5, 15.5, 9.5], [14.0, 15.0, 16.0, 17.5, 14.5, 13.0, 12.5, 15.5, -1.0, 12.0, 13.0, 17.0], [15.0, 13.5, 15.5, 13.0, 8.0, 14.5, 9.5, 17.5, 12.0, -1.0, 8.0, 13.0], [12.0, 15.5, 12.5, 18.5, 10.0, 13.0, 13.0, 15.5, 13.0, 8.0, -1.0, 15.5], [11.0, 12.5, 12.0, 16.5, 15.0, 12.0, 9.0, 9.5, 17.0, 13.0, 15.5, -1.0]]}"
12,709092,1000000,"(0, 1, 3, 11, 7, 8, 10, 2, 5, 9, 6, 4)",83961.25,62.408,"{""n"": 12, ""F"": [0, 1, 4, 9, 10, 5, 11, 3, 7, 6, 8, 2], ""L"": [6, 40, 17, 23, 36, 28, 43, 21, 16, 31, 11, 30], ""C"": [[-1.0, 12.0, 7.5, 10.5, 14.5, 9.5, 12.5, 11.0, 16.5, 14.5, 16.0, 11.0], [12.0, -1.0, 13.0, 11.0, 8.0, 14.5, 13.5, 14.5, 14.0, 12.0, 7.5, 18.0], [7.5, 13.0, -1.0, 8.5, 13.0, 10.5, 5.5, 12.0, 11.0, 15.0, 13.0, 6.5], [10.5, 11.0, 8.5, -1.0, 11.5, 12.0, 13.0, 13.5, 8.5, 19.0, 17.0, 12.5], [14.5, 8.0, 13.0, 11.5, -1.0, 19.0, 8.5, 18.0, 14.0, 8.5, 16.5, 18.5], [9.5, 14.5, 10.5, 12.0, 19.0, -1.0, 15.0, 7.0, 13.0, 8.0, 16.0, 13.0], [12.5, 13.5, 5.5, 13.0, 8.5, 15.0, -1.0, 9.0, 14.0, 9.5, 16.5, 8.0], [11.0, 14.5, 12.0, 13.5, 18.0, 7.0, 9.0, -1.0, 19.5, 15.0, 5.5, 11.0], [16.5, 14.0, 11.0, 8.5, 14.0, 13.0, 14.0, 19.5, -1.0, 13.5, 14.0, 13.5], [14.5, 12.0, 15.0, 19.0, 8.5, 8.0, 9.5, 15.0, 13.5, -1.0, 9.0, 6.5], [16.0, 7.5, 13.0, 17.0, 16.5, 16.0, 16.5, 5.5, 14.0, 9.0, -1.0, 14.5], [11.0, 18.0, 6.5, 12.5, 18.5, 13.0, 8.0, 11.0, 13.5, 6.5, 14.5, -1.0]]}"
12,736363,1000000,"(0, 1, 4, 2, 6, 3, 10, 7, 11, 5, 8, 9)",99400.0,62.141,"{""n"": 12, ""F"": [0, 1, 4, 9, 10, 5, 11, 3, 7, 6, 8, 2], ""L"": [39, 7, 30, 12, 33, 49, 22, 27, 44, 41, 14, 43], ""C"": [[-1.0, 15.5, 17.5, 8.5, 9.0, 12.0, 18.5, 15.0, 15.0, 11.0, 15.5, 18.5], [15.5, -1.0, 15.0, 13.0, 16.0, 13.5, 13.0, 13.0, 15.0, 6.5, 16.5, 16.5], [17.5, 15.0, -1.0, 10.0, 15.5, 11.5, 10.0, 9.0, 10.0, 15.5, 8.5, 10.5], [8.5, 13.0, 10.0, -1.0, 11.5, 11.5, 12.5, 14.0, 10.5, 10.0, 11.0, 11.5], [9.0, 16.0, 15.5, 11.5, -1.0, 13.0, 7.5, 11.5, 15.5, 17.5, 9.0, 15.0], [12.0, 13.5, 11.5, 11.5, 13.0, -1.0, 8.5, 13.0, 7.5, 11.5, 18.5, 8.5], [18.5, 13.0, 10.0, 12.5, 7.5, 8.5, -1.0, 11.0, 12.5, 16.0, 11.0, 7.5], [15.0, 13.0, 9.0, 14.0, 11.5, 13.0, 11.0, -1.0, 14.0, 17.0, 17.5, 12.5], [15.0, 15.0, 10.0, 10.5, 15.5, 7.5, 12.5, 14.0, -1.0, 12.0, 9.5, 16.0], [11.0, 6.5, 15.5, 10.0, 17.5, 11.5, 16.0, 17.0, 12.0, -1.0, 10.0, 12.5], [15.5, 16.5, 8.5, 11.0, 9.0, 18.5, 11.0, 17.5, 9.5, 10.0, -1.0, 10.5], [18.5, 16.5, 10.5, 11.5, 15.0, 8.5, 7.5, 12.5, 16.0, 12.5, 10.5, -1.0]]}"
12,502966,1000000,"(0, 1, 3, 6, 7, 10, 8, 4, 11, 5, 9, 2)",68561.0,62.349,"{""n"": 12, ""F"": [0, 1, 4, 9, 10, 5, 11, 3, 7, 6, 8, 2], ""L"": [41, 26, 34, 33, 14, 31, 15, 11, 10, 43, 9, 22], ""C"": [[-1.0, 11.5, 13.0, 12.0, 9.5, 14.0, 17.5, 16.5, 8.0, 11.5, 15.5, 12.0], [11.5, -1.0, 16.5, 10.5, 19.0, 7.5, 9.0, 15.5, 15.5, 13.5, 15.5, 14.5], [13.0, 16.5, -1.0, 7.5, 14.5, 13.0, 15.5, 9.0, 6.0, 15.5, 14.5, 9.5], [12.0, 10.5, 7.5, -1.0, 11.0, 12.5, 13.0, 6.5, 15.5, 11.5, 11.0, 8.5], [9.5, 19.0, 14.5, 11.0, -1.0, 12.0, 18.5, 17.5, 8.5, 19.0, 14.5, 9.5], [14.0, 7.5, 13.0, 12.5, 12.0, -1.0, 17.5, 9.0, 10.0, 12.5, 14.0, 11.0], [17.5, 9.0, 15.5, 13.0, 18.5, 17.5, -1.0, 12.5, 7.5, 8.5, 9.0, 7.0], [16.5, 15.5, 9.0, 6.5, 17.5, 9.0, 12.5, -1.0, 16.0, 12.5, 15.5, 14.0], [8.0, 15.5, 6.0, 15.5, 8.5, 10.0, 7.5, 16.0, -1.0, 16.0, 10.0, 17.0], [11.5, 13.5, 15.5, 11.5, 19.0, 12.5, 8.5, 12.5, 16.0, -1.0, 12.0, 8.5], [15.5, 15.5, 14.5, 11.0, 14.5, 14.0, 9.0, 15.5, 10.0, 12.0, -1.0, 16.0], [12.0, 14.5, 9.5, 8.5, 9.5, 11.0, 7.0, 14.0, 17.0, 8.5, 16.0, -1.0]]}"
12,325280,1000000,"(0, 1, 2, 11, 3, 7, 9, 8, 5, 4, 10, 6)",95695.75,63.065,"{""n"": 12, ""F"": [0, 1, 4, 9, 10, 5, 11, 3, 7, 6, 8, 2], ""L"": [40, 31, 44, 21, 41, 26, 47, 14, 18, 8, 49, 39], ""C"": [[-1.0, 12.5, 10.5, 18.0, 10.5, 8.5, 11.5, 8.5, 12.5, 10.0, 13.0, 19.0], [12.5, -1.0, 9.0, 13.5, 12.0, 11.5, 15.0, 14.0, 17.5, 8.5, 5.5, 14.0], [10.5, 9.0, -1.0, 10.5, 17.0, 11.0, 9.0, 10.0, 8.5, 10.5, 16.5, 14.5], [18.0, 13.5, 10.5, -1.0, 8.0, 13.5, 11.0, 14.5, 8.0, 6.5, 7.5, 9.5], [10.5, 12.0, 17.0, 8.0, -1.0, 15.0, 16.5, 8.0, 10.0, 10.0, 12.0, 13.5], [8.5, 11.5, 11.0, 13.5, 15.0, -1.0, 14.5, 15.0, 8.0, 17.5, 17.5, 12.5], [11.5, 15.0, 9.0, 11.0, 16.5, 14.5, -1.0, 14.5, 12.5, 12.5, 10.5, 17.0], [8.5, 14.0, 10.0, 14.5, 8.0, 15.0, 14.5, -1.0, 14.0, 15.0, 14.5, 18.0], [12.5, 17.5, 8.5, 8.0, 10.0, 8.0, 12.5, 14.0, -1.0, 18.5, 16.0, 15.5], [10.0, 8.5, 10.5, 6.5, 10.0, 17.5, 12.5, 15.0, 18.5, -1.0, 12.5, 5.0], [13.0, 5.5, 16.5, 7.5, 12.0, 17.5, 10.5, 14.5, 16.0, 12.5, -1.0, 12.0], [19.0, 14.0, 14.5, 9.5, 13.5, 12.5, 17.0, 18.0, 15.5, 5.0, 12.0, -1.0]]}"
